"year","Parent.Organization","State.Name","Enrolled.x","Enrolled.y","percent"
2010,"Highmark Health","alabama",0,0,0
2010,"Highmark Health","alaska",0,0,0
2010,"Highmark Health","arizona",0,0,0
2010,"Highmark Health","arkansas",0,0,0
2010,"Highmark Health","california",0,0,0
2010,"Highmark Health","colorado",0,0,0
2010,"Highmark Health","connecticut",0,0,0
2010,"Highmark Health","delaware",0,0,0
2010,"Highmark Health","district of columbia",0,0,0
2010,"Highmark Health","florida",0,0,0
2010,"Highmark Health","georgia",0,0,0
2010,"Highmark Health","hawaii",0,0,0
2010,"Highmark Health","idaho",0,0,0
2010,"Highmark Health","illinois",0,0,0
2010,"Highmark Health","indiana",0,0,0
2010,"Highmark Health","iowa",0,0,0
2010,"Highmark Health","kansas",0,0,0
2010,"Highmark Health","kentucky",0,0,0
2010,"Highmark Health","louisiana",0,0,0
2010,"Highmark Health","maine",0,0,0
2010,"Highmark Health","maryland",0,0,0
2010,"Highmark Health","massachusetts",0,0,0
2010,"Highmark Health","michigan",0,0,0
2010,"Highmark Health","minnesota",0,0,0
2010,"Highmark Health","mississippi",0,0,0
2010,"Highmark Health","missouri",0,0,0
2010,"Highmark Health","montana",0,0,0
2010,"Highmark Health","nebraska",0,0,0
2010,"Highmark Health","nevada",0,0,0
2010,"Highmark Health","new hampshire",0,0,0
2010,"Highmark Health","new jersey",0,0,0
2010,"Highmark Health","new mexico",0,0,0
2010,"Highmark Health","new york",0,0,0
2010,"Highmark Health","north carolina",0,0,0
2010,"Highmark Health","north dakota",0,0,0
2010,"Highmark Health","ohio",0,0,0
2010,"Highmark Health","oklahoma",0,0,0
2010,"Highmark Health","oregon",0,0,0
2010,"Highmark Health","pennsylvania",0,0,0
2010,"Highmark Health","rhode island",0,0,0
2010,"Highmark Health","south carolina",0,0,0
2010,"Highmark Health","south dakota",0,0,0
2010,"Highmark Health","tennessee",0,0,0
2010,"Highmark Health","texas",0,0,0
2010,"Highmark Health","utah",0,0,0
2010,"Highmark Health","vermont",0,0,0
2010,"Highmark Health","virginia",0,0,0
2010,"Highmark Health","washington",0,0,0
2010,"Highmark Health","west virginia",0,0,0
2010,"Highmark Health","wisconsin",0,0,0
2010,"Highmark Health","wyoming",0,0,0
2011,"Highmark Health","alabama",0,0,0
2011,"Highmark Health","alaska",0,0,0
2011,"Highmark Health","arizona",0,0,0
2011,"Highmark Health","arkansas",0,0,0
2011,"Highmark Health","california",0,0,0
2011,"Highmark Health","colorado",0,0,0
2011,"Highmark Health","connecticut",0,0,0
2011,"Highmark Health","delaware",0,0,0
2011,"Highmark Health","district of columbia",0,0,0
2011,"Highmark Health","florida",0,0,0
2011,"Highmark Health","georgia",0,0,0
2011,"Highmark Health","hawaii",0,0,0
2011,"Highmark Health","idaho",0,0,0
2011,"Highmark Health","illinois",0,0,0
2011,"Highmark Health","indiana",0,0,0
2011,"Highmark Health","iowa",0,0,0
2011,"Highmark Health","kansas",0,0,0
2011,"Highmark Health","kentucky",0,0,0
2011,"Highmark Health","louisiana",0,0,0
2011,"Highmark Health","maine",0,0,0
2011,"Highmark Health","maryland",0,0,0
2011,"Highmark Health","massachusetts",0,0,0
2011,"Highmark Health","michigan",0,0,0
2011,"Highmark Health","minnesota",0,0,0
2011,"Highmark Health","mississippi",0,0,0
2011,"Highmark Health","missouri",0,0,0
2011,"Highmark Health","montana",0,0,0
2011,"Highmark Health","nebraska",0,0,0
2011,"Highmark Health","nevada",0,0,0
2011,"Highmark Health","new hampshire",0,0,0
2011,"Highmark Health","new jersey",0,0,0
2011,"Highmark Health","new mexico",0,0,0
2011,"Highmark Health","new york",0,0,0
2011,"Highmark Health","north carolina",0,0,0
2011,"Highmark Health","north dakota",0,0,0
2011,"Highmark Health","ohio",0,0,0
2011,"Highmark Health","oklahoma",0,0,0
2011,"Highmark Health","oregon",0,0,0
2011,"Highmark Health","pennsylvania",0,0,0
2011,"Highmark Health","rhode island",0,0,0
2011,"Highmark Health","south carolina",0,0,0
2011,"Highmark Health","south dakota",0,0,0
2011,"Highmark Health","tennessee",0,0,0
2011,"Highmark Health","texas",0,0,0
2011,"Highmark Health","utah",0,0,0
2011,"Highmark Health","vermont",0,0,0
2011,"Highmark Health","virginia",0,0,0
2011,"Highmark Health","washington",0,0,0
2011,"Highmark Health","west virginia",0,0,0
2011,"Highmark Health","wisconsin",0,0,0
2011,"Highmark Health","wyoming",0,0,0
2012,"Highmark Health","alabama",0,0,0
2012,"Highmark Health","alaska",0,0,0
2012,"Highmark Health","arizona",0,0,0
2012,"Highmark Health","arkansas",0,0,0
2012,"Highmark Health","california",0,0,0
2012,"Highmark Health","colorado",0,0,0
2012,"Highmark Health","connecticut",0,0,0
2012,"Highmark Health","delaware",0,0,0
2012,"Highmark Health","district of columbia",0,0,0
2012,"Highmark Health","florida",0,0,0
2012,"Highmark Health","georgia",0,0,0
2012,"Highmark Health","hawaii",0,0,0
2012,"Highmark Health","idaho",0,0,0
2012,"Highmark Health","illinois",0,0,0
2012,"Highmark Health","indiana",0,0,0
2012,"Highmark Health","iowa",0,0,0
2012,"Highmark Health","kansas",0,0,0
2012,"Highmark Health","kentucky",0,0,0
2012,"Highmark Health","louisiana",0,0,0
2012,"Highmark Health","maine",0,0,0
2012,"Highmark Health","maryland",0,0,0
2012,"Highmark Health","massachusetts",0,0,0
2012,"Highmark Health","michigan",0,0,0
2012,"Highmark Health","minnesota",0,0,0
2012,"Highmark Health","mississippi",0,0,0
2012,"Highmark Health","missouri",0,0,0
2012,"Highmark Health","montana",0,0,0
2012,"Highmark Health","nebraska",0,0,0
2012,"Highmark Health","nevada",0,0,0
2012,"Highmark Health","new hampshire",0,0,0
2012,"Highmark Health","new jersey",0,0,0
2012,"Highmark Health","new mexico",0,0,0
2012,"Highmark Health","new york",0,0,0
2012,"Highmark Health","north carolina",0,0,0
2012,"Highmark Health","north dakota",0,0,0
2012,"Highmark Health","ohio",0,0,0
2012,"Highmark Health","oklahoma",0,0,0
2012,"Highmark Health","oregon",0,0,0
2012,"Highmark Health","pennsylvania",0,0,0
2012,"Highmark Health","rhode island",0,0,0
2012,"Highmark Health","south carolina",0,0,0
2012,"Highmark Health","south dakota",0,0,0
2012,"Highmark Health","tennessee",0,0,0
2012,"Highmark Health","texas",0,0,0
2012,"Highmark Health","utah",0,0,0
2012,"Highmark Health","vermont",0,0,0
2012,"Highmark Health","virginia",0,0,0
2012,"Highmark Health","washington",0,0,0
2012,"Highmark Health","west virginia",0,0,0
2012,"Highmark Health","wisconsin",0,0,0
2012,"Highmark Health","wyoming",0,0,0
2013,"Highmark Health","alabama",0,0,0
2013,"Highmark Health","alaska",0,0,0
2013,"Highmark Health","arizona",0,0,0
2013,"Highmark Health","arkansas",0,0,0
2013,"Highmark Health","california",0,0,0
2013,"Highmark Health","colorado",0,0,0
2013,"Highmark Health","connecticut",0,0,0
2013,"Highmark Health","delaware",0,0,0
2013,"Highmark Health","district of columbia",0,0,0
2013,"Highmark Health","florida",0,0,0
2013,"Highmark Health","georgia",0,0,0
2013,"Highmark Health","hawaii",0,0,0
2013,"Highmark Health","idaho",0,0,0
2013,"Highmark Health","illinois",0,0,0
2013,"Highmark Health","indiana",0,0,0
2013,"Highmark Health","iowa",0,0,0
2013,"Highmark Health","kansas",0,0,0
2013,"Highmark Health","kentucky",0,0,0
2013,"Highmark Health","louisiana",0,0,0
2013,"Highmark Health","maine",0,0,0
2013,"Highmark Health","maryland",0,0,0
2013,"Highmark Health","massachusetts",0,0,0
2013,"Highmark Health","michigan",0,0,0
2013,"Highmark Health","minnesota",0,0,0
2013,"Highmark Health","mississippi",0,0,0
2013,"Highmark Health","missouri",0,0,0
2013,"Highmark Health","montana",0,0,0
2013,"Highmark Health","nebraska",0,0,0
2013,"Highmark Health","nevada",0,0,0
2013,"Highmark Health","new hampshire",0,0,0
2013,"Highmark Health","new jersey",0,0,0
2013,"Highmark Health","new mexico",0,0,0
2013,"Highmark Health","new york",0,0,0
2013,"Highmark Health","north carolina",0,0,0
2013,"Highmark Health","north dakota",0,0,0
2013,"Highmark Health","ohio",0,0,0
2013,"Highmark Health","oklahoma",0,0,0
2013,"Highmark Health","oregon",0,0,0
2013,"Highmark Health","pennsylvania",0,0,0
2013,"Highmark Health","rhode island",0,0,0
2013,"Highmark Health","south carolina",0,0,0
2013,"Highmark Health","south dakota",0,0,0
2013,"Highmark Health","tennessee",0,0,0
2013,"Highmark Health","texas",0,0,0
2013,"Highmark Health","utah",0,0,0
2013,"Highmark Health","vermont",0,0,0
2013,"Highmark Health","virginia",0,0,0
2013,"Highmark Health","washington",0,0,0
2013,"Highmark Health","west virginia",0,0,0
2013,"Highmark Health","wisconsin",0,0,0
2013,"Highmark Health","wyoming",0,0,0
2014,"Highmark Health","alabama",224315,5076,2
2014,"Highmark Health","alaska",0,0,0
2014,"Highmark Health","arizona",408465,459,0
2014,"Highmark Health","arkansas",110423,46,0
2014,"Highmark Health","california",2142467,835,0
2014,"Highmark Health","colorado",269776,149,0
2014,"Highmark Health","connecticut",148702,444,0
2014,"Highmark Health","delaware",12892,134,1
2014,"Highmark Health","district of columbia",0,0,0
2014,"Highmark Health","florida",1424752,2463,0
2014,"Highmark Health","georgia",419075,284,0
2014,"Highmark Health","hawaii",0,0,0
2014,"Highmark Health","idaho",0,0,0
2014,"Highmark Health","illinois",368246,2415,0
2014,"Highmark Health","indiana",249449,9422,3
2014,"Highmark Health","iowa",0,0,0
2014,"Highmark Health","kansas",60405,488,0
2014,"Highmark Health","kentucky",202267,1593,0
2014,"Highmark Health","louisiana",217238,127,0
2014,"Highmark Health","maine",0,0,0
2014,"Highmark Health","maryland",77555,458,0
2014,"Highmark Health","massachusetts",242540,135,0
2014,"Highmark Health","michigan",563867,793,0
2014,"Highmark Health","minnesota",460420,1525,0
2014,"Highmark Health","mississippi",71436,36,0
2014,"Highmark Health","missouri",291434,229,0
2014,"Highmark Health","montana",0,0,0
2014,"Highmark Health","nebraska",33998,456,1
2014,"Highmark Health","nevada",138197,108,0
2014,"Highmark Health","new hampshire",0,0,0
2014,"Highmark Health","new jersey",223606,798,0
2014,"Highmark Health","new mexico",110004,25,0
2014,"Highmark Health","new york",1176533,412,0
2014,"Highmark Health","north carolina",485043,2033,0
2014,"Highmark Health","north dakota",0,0,0
2014,"Highmark Health","ohio",814261,10043,1
2014,"Highmark Health","oklahoma",107613,53,0
2014,"Highmark Health","oregon",312052,471,0
2014,"Highmark Health","pennsylvania",981440,275597,28
2014,"Highmark Health","rhode island",0,0,0
2014,"Highmark Health","south carolina",198034,710,0
2014,"Highmark Health","south dakota",0,0,0
2014,"Highmark Health","tennessee",386520,579,0
2014,"Highmark Health","texas",1016374,1368,0
2014,"Highmark Health","utah",108904,1319,1
2014,"Highmark Health","vermont",0,0,0
2014,"Highmark Health","virginia",212189,648,0
2014,"Highmark Health","washington",336684,41,0
2014,"Highmark Health","west virginia",96994,13006,13
2014,"Highmark Health","wisconsin",360493,261,0
2014,"Highmark Health","wyoming",2147,84,3
2015,"Highmark Health","alabama",242189,4336,1
2015,"Highmark Health","alaska",0,0,0
2015,"Highmark Health","arizona",430294,434,0
2015,"Highmark Health","arkansas",117055,42,0
2015,"Highmark Health","california",2284606,781,0
2015,"Highmark Health","colorado",286674,151,0
2015,"Highmark Health","connecticut",160500,424,0
2015,"Highmark Health","delaware",14091,139,0
2015,"Highmark Health","district of columbia",0,0,0
2015,"Highmark Health","florida",1599064,2373,0
2015,"Highmark Health","georgia",474076,276,0
2015,"Highmark Health","hawaii",0,0,0
